OBJECTID,ZIP,FILENUM,UOFNum,OCCURRED_D,OCCURRED_T,CURRENT_BA,OffSex,OffRace,HIRE_DT,OFF_INJURE,OffCondTyp,OFF_HOSPIT,SERVICE_TY,ForceType,UOF_REASON,Cycles_Num,ForceEffec,STREET_N,STREET,street_g,street_t,Address,CitNum,CitRace,CitSex,CIT_INJURE,CitCondTyp,CIT_ARREST,CIT_INFL_A,CitChargeT,Council District,RA,BEAT,SECTOR,DIVISION,X,Y,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
2763,75236,UF2019-1671,"60855, 60856",09/26/2019,1:47 PM,7153,Male,Hispanic,03/01/1995,false,No injuries noted or visible,false,Suspicious Activity,"Taser, Joint Locks",Arrest,NULL,"No, Yes",7000,Cockrel Hill,S,Rd.,7000 S Cockrel Hill Rd.,60121,Black,Male,false,No injuries noted or visible,true,Marijuana,"Drug Possession - Misdemeanor, Resisting Arrest, Drug Possession - Felony, Warrant/Hold",,,,,,2463538.687,6928037.077,POINT (-96.891288 32.662906),,
1397,75243,UF2019-0883,"58633, 60052",06/24/2019,8:07 PM,10774,Male,White,03/12/2014,false,No injuries noted or visible,false,Arrest,"Taser, Foot Pursuit",Danger to self or others,1,"Yes, No",9911,Whitehurst,NULL,Dr.,9911 Whitehurst Dr.,59017,Black,Male,true,"Taser Burn Marks, Injury Not Related to Force",true,Agitated,"Warrant/Hold, Evading Arrest",D10,4525,242,240,NORTHEAST,2513615.637,7014948.319,POINT (-96.724013 32.899875),9,3
2071,75215,UF2019-1292,"60883, 60885, 60888, 60889",09/27/2019,10:45 PM,11629,Female,Hispanic,12/12/2018,false,No injuries noted or visible,false,Arrest,"Verbal Command, Hand Controlled Escort, Joint Locks, Held Suspect Down",Danger to self or others,NULL,"No, Yes, Yes, Yes",3022,South,NULL,Blvd.,3022 South Blvd.,60131,Black,Female,false,No injuries noted or visible,true,Mentally unstable,APOWW,D7,2113,343,340,SOUTHEAST,2501276.228,6968390.054,POINT (-96.766467 32.772571),7,3
950,75234,UF2019-0614,"57526, 57527",05/15/2019,10:20 PM,10674,Female,Asian,09/25/2013,false,No injuries noted or visible,false,Arrest,"Take Down - Head, Taser Display at Person",Danger to self or others,NULL,"Yes, Yes",12000,High Meadow,NULL,Dr.,12000 High Meadow Dr.,58575,Black,Male,false,No injuries noted or visible,true,Alchohol and unknown drugs,"DWI, Resisting Search and Transport, Other Felony Arrest",D6,3006,553,550,NORTHWEST,2469070.236,7018778.913,POINT (-96.86874200000001 32.912357),6,3
2808,75203,UF2019-1698,62216,11/28/2019,12:40 AM,11497,Male,White,04/18/2018,false,No injuries noted or visible,false,Crime in Progress,Foot Pursuit,Detention/Frisk,NULL,No,800,morrell,NULL,Ave.,800 morrell Ave.,60800,Black,Male,true,Bite,true,None detected,"Burglary/Building, Evading Arrest, Warrant/Hold",D4,4171,714,710,SOUTH CENTRAL,2487523.321,6956004.118,POINT (-96.811329 32.73914),4,3
1027,75216,UF2019-0662,"56796, 56797",04/19/2019,12:45 PM,9447,Male,White,04/30/2008,false,No injuries noted or visible,false,Arrest,"Hand Controlled Escort, Held Suspect Down",Arrest,NULL,"Yes, Yes",3015,Ledbetter,E,Dr.,3015 E Ledbetter Dr.,58243,Black,Male,false,No injuries noted or visible,true,Unknown,"Assault/FV, Evading Arrest, Other Agency Arrest",D4,4308,733,730,SOUTH CENTRAL,2501048.33,6940608.965,POINT (-96.769657 32.695664),4,3
1724,75228,UF2019-1070,"59686, 59687",08/07/2019,5:21 PM,10506,Male,White,04/10/2013,false,No injuries noted or visible,false,Arrest,"Taser Display at Person, Held Suspect Down",Active Aggression,NULL,"No, Yes",2359,Highland,NULL,Rd.,2359 Highland Rd.,57964,Black,Male,true,Puncture,true,Mentally unstable,APOWW,D7,1199,237,230,NORTHEAST,2517784.369,6978800.427,POINT (-96.712696 32.800776),7,3
2278,75201,UF2019-1369,"59939, 59940",08/17/2019,8:18 PM,11260,Male,Black,01/11/2017,false,No injuries noted or visible,false,Arrest,"Pressure Points, Hand Controlled Escort",Danger to self or others,NULL,"Yes, Yes",1818,corsicana,NULL,St.,1818 corsicana St.,59659,American Ind,Male,false,No injuries noted or visible,true,Alchohol,APOWW,D2,2088,135,130,CENTRAL,2493359.543,6969438.836,POINT (-96.791944 32.776021),2,3
1680,75220,UF2019-1040,59609,08/04/2019,2:30 AM,10068,Male,White,01/20/2010,false,No injuries noted or visible,false,Off-Duty Employment,OC Spray,Crowd Disbursement,NULL,Yes,2435,Northwest,W,Hwy.,2435 W Northwest Hwy.,54678,NULL,Unknown,false,No injuries noted or visible,false,Unknown Drugs,No Arrest,D6,3057,521,520,NORTHWEST,2464944.275,6999176.179,POINT (-96.882629 32.858799),6,3
2588,75216,UF2019-1570,"59639, 59640",08/05/2019,1:30 AM,9670,Male,Hispanic,05/11/2011,false,No injuries noted or visible,false,Arrest,"Verbal Command, OC Spray",Arrest,NULL,"No, Yes",1239,Arizona,NULL,Ave.,1239 Arizona Ave.,59529,Black,Male,false,No injuries noted or visible,true,Unknown,Crim Trespass/Hab/Weapon,D4,4169,713,710,SOUTH CENTRAL,2485855.794,6954171.665,POINT (-96.817366 32.733566),4,3
1468,75203,UF2019-0918,"56991, 56994, 56995, 57001",04/27/2019,3:03 PM,11151,Male,Asian,02/24/2016,true,Sprain/Strain,false,Arrest,"Verbal Command, BD - Grabbed, BD - Grabbed, BD - Grabbed",Active Aggression,NULL,"No, No, No, No",1500,Morrell,NULL,Ave.,1500 Morrell Ave.,58344,Black,Male,true,Abrasion/Scrape,true,Unknown Drugs,"Warrant/Hold, Resisting Search and Transport",D4,4172,714,710,SOUTH CENTRAL,2491186.405,6956067.783,POINT (-96.800181 32.739124),4,3
1175,75201,UF2019-0752,57699,05/21/2019,1:45 AM,11552,Male,White,07/25/2018,false,No injuries noted or visible,false,Service Call,Take Down - Body,Arrest,NULL,Yes,2500,San Jacinto,NULL,St.,2500 San Jacinto St.,58624,White,Male,false,No injuries noted or visible,true,Unknown,Evading Arrest,D14,2030,132,130,CENTRAL,2492645.818,6974405.1,POINT (-96.794231 32.78952),12,3
2378,75246,UF2019-1434,60707,09/22/2019,8:35 PM,11228,Male,Hispanic,09/21/2016,true,No injuries noted or visible,false,Call for Cover,Joint Locks,Detention/Frisk,NULL,Yes,3400,WORTH,NULL,St.,3400 WORTH St.,50584,Black,Female,false,No injuries noted or visible,false,Unknown Drugs,No Arrest,D2,2043,116,110,CENTRAL,2497249.613,6974085.512,POINT (-96.77925 32.788418),2,3
2186,75211,UF2019-1335,60907,09/23/2019,1:20 AM,11142,Female,White,02/10/2016,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Arrest,NULL,Yes,3228,Grafton,NULL,Ave.,3228 Grafton Ave.,6006060061,Hispanic,Male,false,No injuries noted or visible,true,Agitated,Evading Arrest,D1,4158,441,440,SOUTHWEST,2468692.545,6952640.671,POINT (-96.87399 32.730665),1,3
21,75201,UF2019-0016,"54555, 54556, 54557",01/12/2019,11:09 PM,10722,Male,White,01/29/2014,false,No injuries noted or visible,false,Arrest,"Verbal Command, Pressure Points, Verbal Command",Arrest,NULL,"No, No, Yes",2100,McKinney,NULL,Ave.,2100 McKinney Ave.,57171,White,Male,false,No injuries noted or visible,true,Alchohol,"Assault, Public Intoxication, Resisting Search and Transport",D14,2042,121,120,CENTRAL,2489875.487,6975163.801,POINT (-96.803195 32.791859),12,3
1748,75240,UF2019-1083,60092,07/31/2019,12:50 AM,11321,Male,Black,05/31/2017,false,No injuries noted or visible,false,Arrest,Hand Controlled Escort,Arrest,NULL,Yes,8600,Midpark,NULL,Rd.,8600 Midpark Rd.,59459,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,APOWW,D11,1022,644,640,NORTH CENTRAL,2503349.932,7028082.449,POINT (-96.755736 32.936479),10,3
614,75227,UF2019-0407,"54786, 54787",01/22/2019,1:40 AM,11150,Male,Black,02/24/2016,false,No injuries noted or visible,false,Arrest,"Foot Pursuit, Held Suspect Down",Arrest,NULL,"Yes, Yes",6910,Red Bud,NULL,Dr.,6910 Red Bud Dr.,57266,Hispanic,Male,false,No injuries noted or visible,true,Unknown,"Evading Arrest, Unauthorize Use Vehicle, Warrant/Hold, Drug Possession - Felony, Drug Possession - Misdemeanor",D5,1227,316,310,SOUTHEAST,2521369.385,6970370.809,POINT (-96.700804 32.777056),5,3
758,75243,UF2019-0497,"57101, 57102",04/30/2019,4:10 PM,10130,Male,White,03/03/2010,false,No injuries noted or visible,false,Arrest,"BD - Tripped, Held Suspect Down",Danger to self or others,NULL,"Yes, Yes",9239,Skillman,NULL,St.,9239 Skillman St.,58385,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,Public Intoxication,D10,1042,257,250,NORTHEAST,2516427.446,7016131.091,POINT (-96.71395 32.903482),9,3
470,75247,UF2019-0305,"55914, 55916, 55918, 55919, 55920",03/13/2019,1:50 AM,11121,Male,Hispanic,12/02/2015,false,No injuries noted or visible,false,Arrest,"BD - Grabbed, Take Down - Body, Verbal Command, Taser Display at Person, Joint Locks",Active Aggression,NULL,"Yes, Yes, No, Yes, Yes",1010,Mockingbird,W,Ln.,1010 W Mockingbird Ln.,25326,White,Male,false,No injuries noted or visible,true,Unknown Drugs,"Burglary/Building, Resisting Arrest",D6,3099,512,510,NORTHWEST,2468394.936,6983510.83,POINT (-96.872632 32.815621),6,3
19,75204,UF2019-0014,"54526, 54527",01/11/2019,9:00 PM,10724,Male,White,01/29/2014,false,No injuries noted or visible,false,Arrest,"Verbal Command, Joint Locks",Arrest,NULL,"No, Yes",2300,Fitzhugh,N,Ave.,2300 N Fitzhugh Ave.,56416,Hispanic,Male,false,No injuries noted or visible,true,NULL,"Warrant/Hold, Other Felony Arrest",D2,1181,146,140,CENTRAL,2496433.387,6982213.529,POINT (-96.7816 32.810778),2,3
921,75215,UF2019-0596,58320,05/10/2019,4:03 AM,6093,Male,White,08/07/1989,false,No injuries noted or visible,false,Arrest,Foot Pursuit,Arrest,NULL,Yes,3001,Park Row,W,Ave.,3001 W Park Row Ave.,58511,Black,Male,false,No injuries noted or visible,true,Unknown,"Burglary/Building, Evading Arrest, Unauthorize Use Vehicle, Warrant/Hold",D7,2113,343,340,SOUTHEAST,2500902.382,6968717.445,POINT (-96.768356 32.77281),7,3
2354,75238,UF2019-1418,"60414, 60415, 60416, 60417, 60418",09/09/2019,2:33 PM,10333,Male,Hispanic,03/28/2012,false,No injuries noted or visible,false,Arrest,"Hand/Arm/Elbow Strike, Hand/Arm/Elbow Strike, Feet/Leg/Knee Strike, Weapon display at Person, Verbal Command",Arrest,NULL,"No, No, Yes, No, No",10600,HASELWOOD,NULL,Ln.,10600 HASELWOOD Ln.,59918,Black,Male,false,Taser Burn Marks,true,Mentally unstable,"Evading Arrest, Resisting Search and Transport",D10,1055,246,240,NORTHEAST,2516061.006,7012512.274,POINT (-96.71602100000001 32.893034),9,3
2742,75231,UF2019-1659,61655,11/02/2019,6:45 PM,11255,Male,Hispanic,12/28/2016,false,No injuries noted or visible,false,Service Call,Weapon display at Person,Detention/Frisk,NULL,Yes,7152,FAIR OAKS,NULL,Ave.,7152 FAIR OAKS Ave.,605076050860509,Hispanic,Male,false,No injuries noted or visible,false,None detected,Warrant/Hold,D13,4527,217,210,NORTHEAST,2503597.375,7005280.181,POINT (-96.75787700000001 32.873098),11,3
1819,75218,UF2019-1128,59867,08/15/2019,7:57 PM,10394,Male,White,06/20/2012,false,No injuries noted or visible,false,Arrest,Joint Locks,Danger to self or others,NULL,Yes,9440,Poppy,NULL,Dr.,9440 Poppy Dr.,59638,White,Male,false,No injuries noted or visible,true,Unknown Drugs,APOWW,D9,6018,235,230,NORTHEAST,2519633.573,6991544.88,POINT (-96.705001 32.835521),13,3
870,75208,UF2019-0564,59317,04/26/2019,8:35 PM,10297,Male,Hispanic,05/11/2011,false,No injuries noted or visible,false,Arrest,Taser,Weapon Display,3,No,719,Edgefield,N,Ave.,719 N Edgefield Ave.,58334,White,Male,false,"Treated by DFD, OC Spray Treatment",false,Alchohol and unknown drugs,Assault/FV,D1,4089,412,410,SOUTHWEST,2477559.806,6960395.887,POINT (-96.844026 32.751588),1,3
1476,75224,UF2019-0923,"57623, 57624",05/18/2019,7:30 PM,11169,Male,Hispanic,04/06/2016,true,Abrasion/Scrape,false,Crime in Progress,"Take Down - Body, Verbal Command",Detention/Frisk,NULL,"Yes, Yes",1500,Argentia,NULL,Dr.,1500 Argentia Dr.,58602,Black,Male,false,No injuries noted or visible,true,NULL,Evading Arrest,D1,4167,446,440,SOUTHWEST,2482965.443,6952424.42,POINT (-96.82687 32.729977),1,3
2496,75224,UF2019-1513,"60999, 63337",08/30/2019,9:30 PM,11324,Male,White,05/31/2017,false,No injuries noted or visible,false,Arrest,"Taser, BD - Grabbed",Arrest,2,"Yes, Yes",3333,Marvin D. Love,NULL,Frwy.,3333 Marvin D. Love Frwy.,60165,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,"Drug Possession - Felony, Drug Possession - Misdemeanor, Resisting Arrest, Other Felony Arrest",D4,4263,453,450,SOUTHWEST,2480993.384,6942872.2,POINT (-96.833603 32.703932),4,3
511,75228,UF2019-0334,56394,04/01/2019,8:00 PM,9873,Male,White,06/10/2009,false,No injuries noted or visible,false,Suspicious Activity,Foot Pursuit,Detention/Frisk,NULL,Yes,11760,Ferguson,NULL,Rd.,11760 Ferguson Rd.,54171,Black,Male,false,No injuries noted or visible,true,None detected,Evading Arrest,D9,1132,228,220,NORTHEAST,2536678.324,6999039.025,POINT (-96.649175 32.855492),13,3
2583,75232,UF2019-1565,"58611, 63552, 63553",06/23/2019,4:20 AM,10716,Male,Black,11/06/2013,false,No injuries noted or visible,false,Service Call,"Taser, OC Spray, Take Down - Body",Active Aggression,2,"Limited, No, Yes",8150,Polk,S,St.,8150 S Polk St.,58997,Black,Male,false,No injuries noted or visible,true,Mentally unstable,"Public Intoxication, Resisting Search and Transport",D8,4371,748,740,SOUTH CENTRAL,2479420.545,6922848.989,POINT (-96.839967 32.64798),8,3
2188,75211,UF2019-1335,60908,09/23/2019,1:20 AM,11221,Male,Hispanic,09/21/2016,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Arrest,NULL,Yes,3228,Grafton,NULL,Ave.,3228 Grafton Ave.,6006060061,Hispanic,Male,false,No injuries noted or visible,true,Agitated,Evading Arrest,D1,4158,441,440,SOUTHWEST,2468692.545,6952640.671,POINT (-96.87399 32.730665),1,3
2596,75217,UF2019-1576,"58518, 58519, 58520, 58521",06/20/2019,9:10 PM,9709,Male,Hispanic,01/07/2009,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, Verbal Command, Joint Locks, Take Down - Body",Arrest,NULL,"Yes, No, Yes, Yes",10000,Lake June,NULL,Rd.,10000 Lake June Rd.,58985,Hispanic,Female,true,Non-Visible Injury/Pain,true,Agitated,"Resisting Arrest, Drug Possession - Felony, Drug Possession - Misdemeanor, Other Misdemeanor Arrest",D5,2205,334,330,SOUTHEAST,2536792.054,6954977.926,POINT (-96.651822 32.733989),5,3
236,75212,UF2019-0147,55155,02/05/2019,6:01 PM,11158,Male,White,03/23/2016,false,No injuries noted or visible,false,Other ( In Narrative),Foot Pursuit,Other,NULL,Yes,4131,Westmoreland,N,Rd.,4131 N Westmoreland Rd.,57413,Black,Male,false,No injuries noted or visible,true,None detected,Warrant/Hold,D6,4009,421,420,SOUTHWEST,2468167.299,6974851.094,POINT (-96.873819 32.792226),6,3
1104,75229,UF2019-0714,57230,05/05/2019,1:30 AM,11539,Male,Hispanic,06/27/2018,false,No injuries noted or visible,false,Arrest,Take Down - Body,Arrest,NULL,Yes,11600,Cox,NULL,Ln.,11600 Cox Ln.,58437,Black,Male,true,"Abrasion/Scrape, Redness/Swelling",true,Mentally unstable,APOWW,D13,3011,554,550,NORTHWEST,2474411.902,7017294.636,POINT (-96.851419 32.906625),11,3
2193,75211,UF2019-1335,60911,09/23/2019,1:20 AM,10764,Male,White,03/12/2014,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Arrest,NULL,Yes,3228,Grafton,NULL,Ave.,3228 Grafton Ave.,6006060061,Hispanic,Male,false,Hospital Drug Evaluation,true,Agitated,Evading Arrest,D1,4158,441,440,SOUTHWEST,2468692.545,6952640.671,POINT (-96.87399 32.730665),1,3
1807,75228,UF2019-1123,"59771, 59772",08/09/2019,5:25 PM,11580,Male,White,09/19/2018,false,No injuries noted or visible,false,Service Call,"Weapon display at Person, Verbal Command",Arrest,NULL,"Yes, Yes",3611,Bon Park,NULL,Ct.,3611 Bon Park Ct.,5957559576,White,Male,false,No injuries noted or visible,true,Unknown Drugs,Other Misdemeanor Arrest,D9,1132,228,220,NORTHEAST,2535328.92,6995431.428,POINT (-96.654411 32.845434),13,3
2201,75211,UF2019-1335,60915,09/23/2019,1:20 AM,11156,Male,White,03/09/2016,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Arrest,NULL,Yes,3228,Grafton,NULL,Ave.,3228 Grafton Ave.,6006060061,Hispanic,Male,false,Hospital Drug Evaluation,true,Agitated,Evading Arrest,D1,4158,441,440,SOUTHWEST,2468692.545,6952640.671,POINT (-96.87399 32.730665),1,3
33,75220,UF2019-0021,54356,01/04/2019,8:20 PM,10768,Male,White,03/12/2014,false,No injuries noted or visible,false,Service Call,Take Down - Arm,Arrest,NULL,Yes,3311,Storey,NULL,Ln.,3311 Storey Ln.,57090,White,Male,true,Abrasion/Scrape,true,Alchohol and unknown drugs,APOWW,D6,3058,537,530,NORTHWEST,2469260.181,7001627.46,POINT (-96.868818 32.865255),6,3
2712,75227,UF2019-1643,62245,11/29/2019,9:00 PM,11335,Male,Black,05/31/2017,false,No injuries noted or visible,false,Service Call,Take Down - Arm,Weapon Display,NULL,Yes,5900,Scyene,NULL,Rd.,5900 Scyene Rd.,60813,Black,Male,false,Injured prior to contact,true,Agitated,"Deadly Conduct, Public Intoxication, Other Misdemeanor Arrest",D5,1232,315,310,SOUTHEAST,2514961.681,6966220.535,POINT (-96.719729 32.765773),5,3
1791,75220,UF2019-1110,"55588, 55589",02/27/2019,9:20 PM,9172,Male,Hispanic,07/11/2007,true,Redness/Swelling,false,Arrest,"Joint Locks, BD - Pushed",Active Aggression,NULL,"Yes, Yes",2275,Northwest Hwy,W,Hwy.,2275 W Northwest Hwy Hwy.,57644,Hispanic,Female,false,Non-Visible Injury/Pain,true,Alchohol and unknown drugs,Assault/Public Servant,D6,3056,521,520,NORTHWEST,2462006.996,7000369.61,,,
2007,75215,UF2019-1250,"60212, 60213, 60214",09/02/2019,2:25 AM,11265,Male,Hispanic,01/11/2017,false,No injuries noted or visible,false,Arrest,"Held Suspect Down, Handcuffing Take Down, Verbal Command",Arrest,NULL,"Yes, Yes, No",4600,Malcolm X,S,Blvd.,4600 S Malcolm X Blvd.,59818,Black,Male,false,No injuries noted or visible,true,Unknown Drugs,Warrant/Hold,D7,2167,346,340,SOUTHEAST,2505354.573,6962636.146,,,
2315,75228,UF2019-1390,61165,08/16/2019,2:26 AM,11358,Male,Hispanic,07/26/2017,false,No injuries noted or visible,false,Arrest,OC Spray,Other,NULL,Yes,10826,Cassandra,NULL,Way,10826 Cassandra Way,57345,White,Male,false,"OC Spray Treatment, Treated by DFD",true,NULL,DWI,D9,1131,226,220,NORTHEAST,2532819.604,6994184.242,POINT (-96.662493 32.841909),13,3
23,75201,UF2019-0016,"54826, 54827",01/12/2019,10:35 PM,8086,Female,White,07/09/2001,false,No injuries noted or visible,false,Arrest,"Take Down - Arm, Held Suspect Down",Active Aggression,NULL,"Yes, Yes",100,Crescent,NULL,Ct.,100 Crescent Ct.,57174,White,Female,false,Non-Visible Injury/Pain,true,Alchohol,"Public Intoxication, Assault",D14,2038,122,120,CENTRAL,2489309.928,6975894.639,POINT (-96.803636 32.794124),12,3
1606,75215,UF2019-0995,57136,04/30/2019,8:01 PM,10823,Male,Asian,06/18/2014,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Other,NULL,Yes,2400,Peabody,NULL,Ave.,2400 Peabody Ave.,31127,Black,Male,false,No injuries noted or visible,true,None detected,"Evading Arrest, Other Felony Arrest",D7,2134,342,340,SOUTHEAST,2499631.092,6965388.699,POINT (-96.772091 32.764295),7,3
826,75205,UF2019-0539,63591,03/14/2019,11:59 AM,10369,Female,White,05/09/2012,false,No injuries noted or visible,false,Crime in Progress,BD - Grabbed,Arrest,NULL,Yes,1445,Abbott,NULL,Ave.,1445 Abbott Ave.,57809,White,Male,true,Laceration/Cut,true,Unknown Drugs,Warrant/Hold,D14,1158,125,120,CENTRAL,2493077.858,6986430.025,,,
2799,75218,UF2019-1693,"62081, 62082, 62083, 62084, 63322",11/21/2019,9:30 PM,10313,Male,White,03/28/2012,true,No injuries noted or visible,false,Service Call,"Verbal Command, Joint Locks, Held Suspect Down, Taser Display at Person, BD - Pushed",Active Aggression,NULL,"No, Yes, Yes, No, Yes",9440,Poppy,NULL,Dr.,9440 Poppy Dr.,60718,White,Male,false,"Injured prior to contact, Hospitalized",true,Mentally unstable,"Assault/Public Servant, Criminal Mischief",D9,6018,235,230,NORTHEAST,2519633.573,6991544.88,POINT (-96.705001 32.835521),13,3
2192,75211,UF2019-1335,60910,09/23/2019,1:20 AM,6415,Male,White,07/16/1990,false,No injuries noted or visible,false,Service Call,Foot Pursuit,Arrest,NULL,Yes,3228,Grafton,NULL,Ave.,3228 Grafton Ave.,6006060061,Hispanic,Male,false,No injuries noted or visible,true,Agitated,Evading Arrest,D1,4158,441,440,SOUTHWEST,2468692.545,6952640.671,POINT (-96.87399 32.730665),1,3
2274,75202,UF2019-1366,"60209, 60210, 60211",09/01/2019,10:06 PM,10760,Male,White,03/12/2014,false,No injuries noted or visible,false,Arrest,"Verbal Command, Foot Pursuit, Hand/Arm/Elbow Strike",Arrest,NULL,"No, Yes, Yes",800,Main,NULL,St.,800 Main St.,4623359817,Black,Male,false,No injuries noted or visible,true,Unknown,"Evading Arrest, Resisting Arrest",D14,2060,131,130,CENTRAL,2489378.44,6970686.13,POINT (-96.80517 32.779398),12,3
1558,75212,UF2019-0968,59190,07/18/2019,8:15 PM,11446,Male,Hispanic,01/24/2018,false,No injuries noted or visible,false,Call for Cover,Foot Pursuit,Arrest,NULL,Yes,2425,Bickers,NULL,St.,2425 Bickers St.,2867159310,Black,Female,false,No injuries noted or visible,true,Unknown,No Arrest,D6,4012,422,420,SOUTHWEST,2472250.476,6973242.286,POINT (-96.860527 32.787089),6,3
